uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
387962514	0.000129169722521	0.0129318881854	0.00123736740545	0.00572116370578	0.000245810055866	0.5	0.125	1.0	0.706586826347
2938363689	1.58756083545e-05	0.000478073500386	0.000411547308862	1.14998265443e-05	0.000111731843575	0.8	0.0	0.666666666667	0.958083832335
20930398	0.000250161101344	0.00515636418273	0.0715719835308	0.000904653021484	0.0032625698324	0.3	0.125	0.166666666667	0.844311377246
143697407	0.000114496811769	0.000146836860833	0.0215331000323	0.0118831540958	0.000178770949721	0.4	0.125	0.583333333333	0.0
2291500309	1.20269760261e-06	0.000105859132228	7.26794364436e-06	1.91663775738e-06	0.000424581005587	0.8	0.125	0.75	0.137724550898
352663209	4.90700621867e-05	0.000539540093293	0.00952282316003	0.00423768608157	8.93854748603e-05	0.5	0.0	0.5	0.215568862275
14616266	0.000626605450962	0.0110161793732	0.0836322275157	0.0206728548511	0.0096312849162	0.2	0.0	0.75	0.952095808383
2277153890	0.000182088417036	0.00317577396685	0.00539372267707	0.00734072261077	0.00221229050279	0.8	0.125	0.666666666667	0.604790419162
455246957	8.56320693062e-05	0.00156398330841	0.00805651552978	0.0218975863781	0.000670391061453	0.6	0.0	0.25	0.910179640719
1400974436	0.000111129258482	0.00291624835235	0.00332599271025	0.00694014531947	0.000178770949721	0.7	0.125	1.0	0.455089820359
449119247	0.000157553385943	0.00100736916153	0.0374544390783	0.0729472330459	0.0011843575419	0.5	0.125	0.916666666667	0.730538922156
330816423	5.98943406102e-05	0.00204888643023	0.00816190071262	0.00509825643463	0.000513966480447	0.5	0.125	0.5	0.766467065868
29204608	9.45320315655e-05	0.00411826172475	0.00877513345762	0.00994160004753	0.000625698324022	0.3	0.125	0.833333333333	0.0
2733660094	3.1270137668e-05	0.00113713196877	0.000909401448501	0.0076991338714	6.70391061453e-05	0.8	0.125	0.916666666667	0.604790419162
4756963587	1.58756083545e-05	0.000143422050116	0.00248200275455	0.00876286782674	0.000558659217877	1.0	0.125	0.833333333333	0.0
22045364	7.69726465673e-05	0.000788821275637	0.00180971796745	0.00264112682967	0.000424581005587	0.3	0.125	0.666666666667	0.724550898204
4136625193	8.65942273883e-05	0.00308015926677	0.000149901337665	0.000166747484892	0.000491620111732	0.9	0.125	0.916666666667	0.88622754491
372046661	5.7488945405e-05	0.00496171997186	0.0107074979741	0.0168299961476	0.000379888268156	0.5	0.0	0.666666666667	0.934131736527
849310634	0.000120991378823	0.00133519099036	0.0108419549315	0.00214280101275	0.000469273743017	0.6	0.0	0.916666666667	0.461077844311
24036997	0.000448606205775	0.0062115406943	0.0583134373376	0.000120748178715	0.0011843575419	0.3	0.125	0.416666666667	0.22754491018
1141088486	5.14754573919e-05	0.000928828515035	0.00582071436618	0.000814571046887	0.000424581005587	0.7	0.0	0.666666666667	0.0
3014684283	0.00406992868725	0.0207552195382	0.0391805756938	0.0296484694689	0.00151955307263	0.9	0.25	0.833333333333	0.359281437126
3293949957	0.000111610337523	0.000949317379338	0.0188176145882	0.0338727390862	0.000536312849162	0.9	0.0	0.833333333333	0.712574850299
727272715665690624	1.29891341082e-05	0.000191229400154	0.00107383867345	0.000791571393798	0.000268156424581	1.0	0.0	0.583333333333	0.706586826347
2752545437	8.53915297856e-05	0.000604421496916	0.0374062889516	0.0854322113975	0.000357541899441	0.8	0.0	0.666666666667	0.0658682634731
14368656	0.000212155857101	0.00112005791519	0.0295405569425	0.0373054373097	0.000782122905028	0.2	0.125	0.25	0.0718562874251
20405419	0.00016573172964	0.00509148277911	0.0589902645895	0.00275804173287	0.000357541899441	0.3	0.125	1.0	0.706586826347
2682726528	4.37781927352e-05	0.000833213814958	0.00554180702883	0.014859692533	0.000201117318436	0.8	0.0	0.416666666667	0.796407185629
717841856785088512	8.63536878677e-05	0.00334309969198	0.0043980143978	0.0137250429806	0.000178770949721	1.0	0.0	0.833333333333	0.251497005988
2889092479	1.17864365056e-05	0.000119518375096	0.00310522892205	0.00264304346743	0.0	0.8	0.0	0.583333333333	0.269461077844
3182191980	3.51187699964e-05	0.00304259634888	0.0526962253935	3.06662041181e-05	0.000670391061453	0.9	0.25	1.0	0.419161676647
2582869146	5.7970024446e-05	0.00361969936006	0.00255377369804	0.000398660653535	2.23463687151e-05	0.8	0.125	0.583333333333	0.0419161676647
3092469172	3.77647047221e-05	0.000601006686199	0.0124399940403	0.00659515052315	0.000424581005587	0.9	0.25	0.5	0.616766467066
2826839454	4.57025088994e-06	0.00139665758327	0.000679552730748	0.00128798057296	0.000402234636872	0.8	0.0	1.0	0.670658682635
2660374267	9.3810413004e-06	0.000187814589437	0.00385110163856	0.000371827724932	0.000268156424581	0.8	0.125	0.5	0.0
261625073	0.00173910073338	0.00908339650733	0.025688546811	0.0074921369936	0.0176089385475	0.5	0.0	0.583333333333	0.221556886228
233499930	0.000761307582455	0.0100258842652	0.158430269532	3.44994796328e-05	0.00239106145251	0.5	0.125	0.833333333333	0.299401197605
2664749580	0.000119307602179	0.00432315036778	0.0029980267533	0.00754963612632	0.000581005586592	0.8	0.25	1.0	0.74251497006
106594321	1.08242784235e-05	0.000433680961064	0.00110472743394	0.000210830153312	0.000111731843575	0.4	0.125	0.25	0.365269461078
722573847430504448	0.000155869609299	0.00259525614495	0.0283168169314	0.0	0.0121787709497	1.0	0.125	0.75	0.263473053892
3742834517	1.97242406829e-05	0.000850287868543	0.00414181938433	0.00281362422783	2.23463687151e-05	0.9	0.0	0.583333333333	0.532934131737
735391716887429120	2.47755706139e-05	0.000641984414804	0.000134456957421	0.00102923447571	0.000134078212291	1.0	0.0	1.0	0.694610778443
241331375	0.000165972269161	0.00352408465999	0.0150927934705	0.00785246489199	0.000111731843575	0.5	0.25	1.0	0.473053892216
442382315	5.46024711587e-05	0.00101419878296	0.000734062308081	0.015586098243	0.0	0.5	0.125	0.916666666667	0.14371257485
16536054	5.07538388303e-05	0.00245524890555	0.00166254210865	0.000270245923791	0.000134078212291	0.2	0.125	0.416666666667	0.550898203593
81324827	0.000170783059571	0.000648814036238	0.00495492057955	0.00626740546663	0.000782122905028	0.3	0.125	0.416666666667	0.359281437126
583117972	0.000747356290265	0.0100122250224	0.148216991725	0.0363816179106	0.00645810055866	0.6	0.5	0.583333333333	0.850299401198
15800855	0.000651621561097	0.00484220159677	0.0537991358415	0.130799027115	0.00283798882682	0.2	0.125	0.916666666667	0.712574850299
705726066	0.00306230863578	0.0395161896176	0.0246492308699	0.000164830847135	0.0119106145251	0.6	0.0	1.0	0.646706586826
68857077	1.20269760261e-05	0.000583932632614	0.00389198382156	0.000826070873431	0.0	0.3	0.125	0.666666666667	0.568862275449
197516080	0.000147691265601	0.000993709918659	0.00567263001443	0.00684239679385	0.000804469273743	0.4	0.125	0.75	0.820359281437
8685682	3.82457837631e-05	0.000201473832305	0.00318790178101	6.32490459936e-05	0.000245810055866	0.1	0.125	0.25	0.0
2976908908	2.02053197239e-05	0.000590762254048	0.00150809830621	0.00111356653704	6.70391061453e-05	0.9	0.125	0.916666666667	0.814371257485
2701255986	5.26781549945e-05	0.000874191543563	0.010769275495	0.00892003212285	0.000156424581006	0.8	0.25	0.833333333333	0.0
620018150	0.000165250650599	0.000662473279106	0.00606873294304	0.0365176991914	0.000223463687151	0.6	0.0	0.75	0.526946107784
271451861	0.0006715863413	0.00561736362953	0.0706625820823	0.000969818705235	0.000692737430168	0.5	0.125	0.333333333333	0.443113772455
194773838	3.15106771885e-05	0.000628325171936	0.0155461314553	0.0327649224624	0.000491620111732	0.4	0.125	0.75	0.784431137725
2893677862	2.88647424628e-06	0.0	0.00194690040373	1.91663775738e-06	4.46927374302e-05	0.8	0.0	1.0	0.0
2392573227	1.65972269161e-05	0.000833213814958	0.000304345140108	0.00166939148668	0.000111731843575	0.8	0.0	0.583333333333	0.0
1195278157	0.000321601338939	0.00727013201658	0.0492494031201	0.0474233680309	0.00227932960894	0.7	0.125	0.75	0.425149700599
830253571	0.00148509099971	0.000601006686199	0.0302682597999	0.0159598426057	0.0031061452514	0.6	0.125	0.583333333333	0.131736526946
377029968	0.00259349711028	0.0400079223609	0.107903525316	0.00691906230414	0.0270167597765	0.5	0.25	0.666666666667	0.976047904192
122799299	0.000742545499854	0.00393386194603	0.0170378768883	0.000653573475267	0.00610055865922	0.4	0.125	0.916666666667	0.275449101796
27317580	0.000116180588413	0.000256110803778	0.0190438293341	0.0263441859752	0.000111731843575	0.3	0.0	0.916666666667	0.359281437126
12754762	0.00109301158126	0.00174496827641	0.0469790792242	0.00106181731759	0.0056312849162	0.2	0.0	0.333333333333	0.59880239521
85973106	8.68347669088e-05	0.00212742707672	0.0113516194795	0.0042587690969	0.000134078212291	0.3	0.25	0.583333333333	0.730538922156
2873086293	2.6218807737e-05	0.000249281182344	0.0185005505467	0.0216695064849	0.000178770949721	0.8	0.0	0.166666666667	0.14371257485
15751454	0.000145045330875	0.00220938253393	0.0949602261784	0.00225204936492	0.00131843575419	0.2	0.125	1.0	0.880239520958
591690042	1.53945293135e-05	0.000372214368158	0.00203411572747	0.00444659959712	6.70391061453e-05	0.6	0.125	0.916666666667	0.826347305389
4092854173	5.2918694515e-05	0.00359238087433	0.0127770449268	0.0118409880651	0.000223463687151	0.9	0.0	0.833333333333	0.287425149701
270212875	0.000900339425317	0.0125289405208	0.0750315247056	0.0599140962957	0.000625698324022	0.5	0.0	0.416666666667	0.25748502994
870857718	4.40187322557e-05	0.000816139761373	0.00179699906607	0.0345838116942	4.46927374302e-05	0.6	0.125	0.916666666667	0.574850299401
1663794048	4.32971136941e-06	0.000102444321511	0.00131095533485	0.00120173187388	4.46927374302e-05	0.7	0.0	0.666666666667	0.311377245509
862290265	0.00324584028994	0.00105176170085	0.0164164677067	0.00919602795991	0.00377653631285	0.6	0.125	0.583333333333	0.556886227545
707400118807482369	2.88647424628e-06	0.000361969936006	0.000304345140108	0.00170772424183	2.23463687151e-05	1.0	0.0	0.416666666667	0.0
17389503	0.00011040763992	0.00164935357633	0.0227186833393	7.85821480526e-05	0.000491620111732	0.2	0.125	0.333333333333	0.197604790419
40768083	1.15458969851e-05	0.000399532853894	0.00201231189653	0.00183997224709	4.46927374302e-05	0.3	0.0	0.583333333333	0.329341317365
243053328	4.54619693788e-05	0.000443925393215	0.027036750357	0.0769453394078	0.0011843575419	0.5	0.375	0.5	0.125748502994
89662003	0.000309814902434	0.00669985862684	0.012936939687	7.47488725378e-05	0.00194413407821	0.3	0.125	0.666666666667	0.874251497006
17369567	0.000184493812241	3.41481071704e-05	0.0464394344086	0.0	0.000625698324022	0.2	0.25	1.0	0.862275449102
738921600	0.000366822768798	0.00798382745644	0.00847169681046	0.00120364851163	0.000290502793296	0.6	0.125	0.75	0.952095808383
604476686	0.000337476947294	0.00198059021588	0.00785028762887	0.0	0.000357541899441	0.6	0.125	0.666666666667	0.245508982036
302563842	1.97242406829e-05	0.00677839927333	0.00016716270382	0.000283662388092	0.000134078212291	0.5	0.0	0.833333333333	0.832335329341
247944133	1.46729107519e-05	0.000324407018119	0.0016062155454	0.000628657184421	8.93854748603e-05	0.5	0.0	0.583333333333	0.946107784431
3331968983	0.000178239784708	0.000682962143408	0.0219446473412	0.0329680860647	0.000469273743017	0.9	0.375	0.583333333333	0.592814371257
252434425	2.95863610243e-05	0.000679547332691	0.00898226985148	0.0155190159215	0.0	0.5	0.125	0.25	0.287425149701
2810127544	0.000195077551144	0.0140280424256	0.0250453337985	0.0122530651829	0.00268156424581	0.8	0.0	0.916666666667	0.0
156333299	3.53593095169e-05	0.000536125282576	0.00403461721558	0.00118639877182	2.23463687151e-05	0.4	0.125	0.583333333333	0.275449101796
181336337	0.000380292981947	0.000331236639553	0.0195253306006	0.0152871027529	0.000491620111732	0.4	0.0	0.666666666667	0.874251497006
3097175972	8.17834369778e-06	0.000464414257518	0.000708624505326	4.40826684198e-05	0.000201117318436	0.9	0.125	1.0	0.0
186397253	0.000141196698547	0.00498562364688	0.0152699495968	0.000454243148499	0.000625698324022	0.4	0.25	0.5	0.520958083832
2866782904	6.66294471849e-05	0.00107566537587	0.00130822985599	0.000329661694269	8.93854748603e-05	0.8	0.125	1.0	0.0958083832335
719914275771428866	5.2918694515e-06	9.21998893601e-05	0.000156260788354	0.000312411954453	2.23463687151e-05	1.0	0.0	0.916666666667	0.059880239521
4900376472	8.20239764983e-05	0.00048490312182	0.00160076458767	0.00361861208593	0.000446927374302	1.0	0.0	0.833333333333	0.688622754491
2412966416	0.000543619316382	0.000631739982653	0.0485117068402	0.0704862701654	0.000938547486034	0.8	0.0	0.583333333333	0.137724550898
174141832	0.000185696509844	0.00239036750193	0.0132530952355	0.123768799821	0.00234636871508	0.4	0.125	0.75	0.916167664671
64619482	0.000517400508645	0.00709939148073	0.0354175978719	5.5582494964e-05	0.00603351955307	0.3	0.0	0.833333333333	0.425149700599
394974502	2.93458215038e-05	0.000805895329222	0.00198414861491	0.003831358877	0.000178770949721	0.5	0.125	1.0	0.688622754491
2198704020	0.000129169722521	0.00176545714071	0.00703355246183	0.0135736285978	0.000312849162011	0.7	0.125	0.75	0.640718562874
18155773	0.00371898152681	0.00213084188743	0.022561514058	0.000120748178715	0.0138770949721	0.2	0.125	1.0	0.868263473054
756335606607720450	0.00012435893211	0.00251671549846	0.0122319491535	0.0412000452327	0.000558659217877	1.0	0.25	0.5	0.850299401198
732808088810618880	4.57025088994e-06	0.000105859132228	0.00100206772997	0.000109248352171	4.46927374302e-05	1.0	0.0	0.916666666667	0.323353293413
22286451	4.37781927352e-05	0.00326114423478	0.00298803333079	0.00248204589581	0.000223463687151	0.3	0.125	0.666666666667	0.245508982036
96235518	0.00108026298667	0.00215816037317	0.257396949644	0.00495450860283	0.00297206703911	0.3	0.125	1.0	0.239520958084
3195714762	2.95863610243e-05	0.000109273942945	0.000629585618193	0.00794063022883	0.0	0.9	0.0	0.583333333333	0.221556886228
4112063532	1.5635068834e-05	0.000522466039707	0.000685003688481	0.000672739852841	6.70391061453e-05	0.9	0.0	0.916666666667	0.473053892216
125868025	5.33997735561e-05	0.00266696717001	0.00280815172559	0.00666606612017	0.000156424581006	0.4	0.0	0.25	0.694610778443
737109737054056448	2.02053197239e-05	0.000611251118351	0.0009748129413	0.00208913515554	2.23463687151e-05	1.0	0.125	1.0	0.251497005988
103153950	1.97242406829e-05	0.000850287868543	0.00433987084864	0.0203719427232	0.000268156424581	0.4	0.125	0.5	0.383233532934
742777527467380742	9.11644782782e-05	0.00108590980802	0.00023257419662	0.000266412648276	8.93854748603e-05	1.0	0.0	0.666666666667	0.40119760479
2976487163	9.64563477297e-05	0.00653594771242	0.000879421180968	0.000459993061771	0.000268156424581	0.9	0.25	0.666666666667	0.832335329341
3123204560	8.89996225935e-06	0.000235621939476	0.0014490462641	0.0117106566976	2.23463687151e-05	0.9	0.125	1.0	0.173652694611
307445751	0.000683853856847	0.00225036026253	0.0848886732732	0.116957069231	0.00185474860335	0.5	0.125	0.75	0.568862275449
250492272	0.00298774138442	0.0033465145027	0.0594763083207	0.0441420841902	0.0130726256983	0.5	0.125	0.5	0.736526946108
237443755	0.000310536520995	0.0030255222953	0.0623998386517	0.0831322460886	0.000916201117318	0.5	0.25	0.833333333333	0.712574850299
33655372	0.000102469835743	0.00216840480532	0.0406441578452	0.00282704069214	0.000335195530726	0.3	0.0	0.916666666667	0.197604790419
385759660	0.00013349943389	0.00189180513724	0.0221990253688	0.0157720121055	0.000156424581006	0.5	0.0	0.833333333333	0.11377245509
2869813893	7.45672513621e-06	0.000133177617965	0.000416998266595	1.14998265443e-05	0.0	0.8	0.0	0.666666666667	0.0
37374348	5.12349178714e-05	0.00323382574904	0.00333235216094	0.00712989245746	2.23463687151e-05	0.3	0.0	0.666666666667	0.341317365269
996399246	0.000130612959644	0.00233231571974	0.0221154440168	0.0226968243229	0.000245810055866	0.6	0.0	0.5	0.131736526946
15801372	0.000141918317109	0.0019840050266	0.03492519469	0.0924221892986	0.000849162011173	0.2	0.125	0.75	0.48502994012
744682635188928512	6.20591962949e-05	0.00103810245798	0.0122355831253	0.0310322819297	0.000424581005587	1.0	0.125	0.416666666667	0.832335329341
3091636366	0.000127967024918	0.00227084912683	0.0159458683557	2.68329286033e-05	0.000268156424581	0.9	0.125	0.666666666667	0.0658682634731
321213484	0.000324006734144	0.0030665000239	0.107315730374	9.5831887869e-06	0.000849162011173	0.5	0.0	0.916666666667	0.251497005988
940237466	0.000190507300254	0.00869410808559	0.0305544350809	0.0699783611597	0.000581005586592	0.6	0.0	0.916666666667	0.0419161676647
37214134	0.000516197811042	0.0034660328778	0.046778302281	0.00318928522828	0.00214525139665	0.3	0.0	0.666666666667	0.946107784431
2585090000	1.08242784235e-05	0.000198059021588	0.000245293097997	0.000323911780997	2.23463687151e-05	0.8	0.0	0.916666666667	0.161676646707
861746341	1.27485945877e-05	0.000303918153817	0.00069136313917	9.5831887869e-06	6.70391061453e-05	0.6	0.125	0.916666666667	0.682634730539
3145741085	3.00674400654e-05	0.000583932632614	0.00441618425691	0.00627698865542	0.000871508379888	0.9	0.125	0.833333333333	0.808383233533
868252610	0.000127485945877	0.00164593876561	0.0134693165589	0.00170580760407	4.46927374302e-05	0.6	0.0	0.666666666667	0.239520958084
19780786	0.000273974513876	0.00622178512645	0.283570631693	3.83327551476e-06	0.00174301675978	0.3	0.25	0.416666666667	0.0239520958084
3556805776	0.000103191454304	0.00020830345374	0.00678825936384	0.0298267167804	0.000111731843575	0.9	0.125	0.333333333333	0.880239520958
710823996032290816	4.13727975299e-05	0.000887850786431	0.00115923701128	0.00687114636021	8.93854748603e-05	1.0	0.125	0.75	0.497005988024
1534375489	7.3124014239e-05	0.000904924840016	0.0512426366646	0.0264266013988	0.000581005586592	0.7	0.25	0.916666666667	0.610778443114
262939560	0.000310777060516	0.00173130903354	0.0121410998579	0.00119598196061	0.00134078212291	0.5	0.125	0.583333333333	0.844311377246
360323271	6.20591962949e-05	0.00147178341905	0.00516478245228	0.0318257699613	0.000357541899441	0.5	0.0	0.5	0.383233532934
2204642713	0.000192912695459	0.00615690372283	0.0363796919119	0.00336178262645	0.000402234636872	0.7	0.0	0.333333333333	0.221556886228
1574318594	0.000149134502724	0.00411826172475	0.00758682467176	0.000452326510742	8.93854748603e-05	0.7	0.0	0.5	0.269461077844
4384693707	3.94484813658e-05	0.00157764255127	0.00322969245696	0.0046861793168	0.000625698324022	0.9	0.125	0.916666666667	0.479041916168
702559655461957632	3.89674023247e-05	0.0007615027899	0.000997525265189	0.0219915016282	8.93854748603e-05	1.0	0.0	0.75	0.0958083832335
266867158	0.000111610337523	0.00672034749114	0.00311703933048	0.00988601755257	0.000357541899441	0.5	0.125	0.833333333333	0.239520958084
484595690	0.00106583061544	0.0137616871897	0.0956306939796	0.0303077928575	0.00480446927374	0.6	0.0	0.75	0.826347305389
768806279309512705	1.68377664366e-06	0.000170740535852	0.000864885293679	1.72497398164e-05	4.46927374302e-05	1.0	0.125	0.666666666667	0.586826347305
162500440	7.91375022521e-05	0.00212742707672	0.00113107372965	0.00404218903032	2.23463687151e-05	0.4	0.0	0.666666666667	0.51497005988
3073503603	0.000107040086633	0.00435046885351	0.00746690360163	0.021226763163	0.000625698324022	0.9	0.125	0.583333333333	0.610778443114
1575902725	0.00167295236524	0.00024245156091	0.0580463404087	0.0309862826236	0.00116201117318	0.7	0.0	0.5	0.221556886228
1199251308	0.00221993923491	0.0016425239549	0.0873088985068	0.192608678152	0.00125139664804	0.7	0.0	0.5	0.191616766467
48525928	0.000103913072866	0.0042685133963	0.00659747584317	0.00800387927482	0.000134078212291	0.3	0.25	0.75	0.832335329341
215698464	0.000584511034871	0.00944536644334	0.0373508708813	0.116774988644	0.00397765363128	0.4	0.125	0.333333333333	0.62874251497
2359225182	0.000406752329204	0.00462023890016	0.00893048575301	0.00922094425076	0.000402234636872	0.8	0.0	0.916666666667	0.838323353293
13854472	0.00118946792899	0.00381092876022	0.101866589626	0.0452058181456	0.0042905027933	0.2	0.25	0.416666666667	0.946107784431
4853512997	1.85215430803e-05	0.000273184857363	0.0131486185456	0.0301429620103	0.000201117318436	1.0	0.125	0.5	0.0
4505360352	1.75593849982e-05	0.00054295490401	0.00263372107813	0.00962918809308	0.000245810055866	0.9	0.0	0.666666666667	0.634730538922
706466308976734208	1.0583738903e-05	0.000112688753662	0.00173067908031	0.000408243842322	6.70391061453e-05	1.0	0.0	0.666666666667	0.209580838323
889022935	3.34349933527e-05	0.000826384193524	0.00586977298578	0.0144629485172	0.000201117318436	0.6	0.25	0.666666666667	0.592814371257
2804090827	8.17834369778e-06	0.000307332964534	0.00486497977695	0.00998568271595	0.000201117318436	0.8	0.0	0.833333333333	0.389221556886
2218957290	0.00027613936956	0.00141031682614	0.0290726830704	0.0215200087399	0.000513966480447	0.7	0.0	0.75	0.167664670659
305141481	0.00015659122786	0.00252354511989	0.00255104821917	0.000699572781444	0.000335195530726	0.5	0.125	0.416666666667	0.550898203593
2807496454	0.000290812280312	0.00620812588358	0.0350205864504	1.91663775738e-06	0.00140782122905	0.8	0.125	0.916666666667	0.197604790419
566871266	4.47403508173e-05	0.00169716092637	0.0571760041573	0.0994677496948	0.000692737430168	0.6	0.125	0.833333333333	0.958083832335
396787338	0.00109782237167	0.0171116165031	0.198365802872	0.194057656297	0.00594413407821	0.5	0.0	0.666666666667	0.502994011976
751804249084948480	1.90026221213e-05	0.0035274994707	0.000994799786322	0.00193197085944	0.000513966480447	1.0	0.125	0.583333333333	0.0
1633951202	0.000223461214566	0.00297430013454	0.0308733161083	3.83327551476e-06	0.00111731843575	0.7	0.125	0.666666666667	0.916167664671
3059822856	0.000109445481838	0.000676132521974	0.00631584302695	0.00493150894974	8.93854748603e-05	0.9	0.25	0.75	0.479041916168
324191116	4.16133370505e-05	0.000881021164997	0.00469690858017	0.00603357566023	0.000201117318436	0.5	0.0	0.666666666667	0.0778443113772
2366569213	0.000306687888667	0.00151959076908	0.0449867541727	0.114285276197	0.000670391061453	0.8	0.0	0.583333333333	0.431137724551
3237611533	0.000109686021358	0.000764917600617	0.021417721427	0.0759621042383	0.000379888268156	0.9	0.125	1.0	0.0
93033299	0.000252325957029	0.000191229400154	0.00645302546324	0.0	0.00167597765363	0.3	0.125	0.916666666667	0.22754491018
2834652729	3.10295981475e-05	0.00113371715806	0.0124154647305	0.0393907391897	6.70391061453e-05	0.8	0.0	0.833333333333	0.670658682635
2679693610	9.74185058118e-05	0.00191570881226	0.00660746926568	0.00918261149561	0.000379888268156	0.8	0.125	0.333333333333	0.0
33443030	0.00188631091994	0.00239378231265	0.021969176651	0.0226124922616	0.00277094972067	0.3	0.25	1.0	0.305389221557
609212773	0.00013782914526	0.00503343099692	0.00377297124438	0.00167705803771	0.000178770949721	0.6	0.0	0.833333333333	0.916167664671
139881843	6.2540275336e-05	0.000563443768312	0.00344137131561	0.00145664469561	4.46927374302e-05	0.4	0.125	0.333333333333	0.11377245509
13050712	7.02375399927e-05	0.00106542094372	0.0136264858402	0.00108098369516	0.000424581005587	0.2	0.125	0.333333333333	0.437125748503
1593911304	0.000674953894587	0.0111220385054	0.0756402149858	0.039009328276	0.000558659217877	0.7	0.125	0.75	0.353293413174
3105274249	1.44323712314e-06	4.09777286045e-05	0.000838538997969	1.5333102059e-05	2.23463687151e-05	0.9	0.0	0.75	0.365269461078
3099191	0.0011791247296	0.00324065537047	0.00671103746262	0.00143172840476	0.00254748603352	0.1	0.0	0.25	0.341317365269
766192139294367744	1.37107526698e-05	0.00057710301118	0.000161711746087	0.000287495663607	2.23463687151e-05	1.0	0.25	0.833333333333	0.808383233533
1194986731	7.67321070468e-05	0.000648814036238	0.0177128871543	0.0241860518604	0.000111731843575	0.7	0.0	0.416666666667	0.059880239521
4334014937	1.20269760261e-05	0.000641984414804	0.000458788942551	0.00188022163999	0.0	0.9	0.25	0.75	0.934131736527
581109471	0.000255693510316	0.00576761530108	0.0019169201362	0.000392910740263	0.000558659217877	0.6	0.125	0.666666666667	0.616766467066
